100,500
100,550
100,600
100,650
100,700
100,750
100,800
100,850
150,500
150,550
150,600
150,650
150,700
150,750
150,800
150,850
200,500
200,550
200,600
200,650
200,700
200,750
200,800
200,850
250,500
250,550
250,600
250,650
250,700
250,750
250,800
250,850
300,500
300,550
300,600
300,650
300,700
300,750
300,800
300,850
350,500
350,550
350,600
350,650
350,700
350,750
350,800
350,850
400,500
400,550
400,600
400,650
400,700
400,750
400,800
400,850
450,500
450,550
450,600
450,650
450,700
450,750
450,800
450,850
500,500
500,550
500,600
500,650
500,700
500,750
500,800
500,850
550,500
550,550
550,600
550,650
550,700
550,750
550,800
550,850
600,500
600,550
600,600
600,650
600,700
600,750
600,800
600,850
650,500
650,550
650,600
650,650
650,700
650,750
650,800
650,850
700,500
700,550
700,600
700,650
700,700
700,750
700,800
700,850
750,500
750,550
750,600
750,650
750,700
750,750
750,800
750,850
800,500
800,550
800,600
800,650
800,700
800,750
800,800
800,850
850,500
850,550
850,600
850,650
850,700
850,750
850,800
850,850
900,500
900,550
900,600
900,650
900,700
900,750
900,800
900,850
950,500
950,550
950,600
950,650
950,700
950,750
950,800
950,850
1000,500
1000,550
1000,600
1000,650
1000,700
1000,750
1000,800
1000,850
1050,500
1050,550
1050,600
1050,650
1050,700
1050,750
1050,800
1050,850
1100,500
1100,550
1100,600
1100,650
1100,700
1100,750
1100,800
1100,850
1150,500
1150,550
1150,600
1150,650
1150,700
1150,750
1150,800
1150,850
1200,500
1200,550
1200,600
1200,650
1200,700
1200,750
1200,800
1200,850
1250,500
1250,550
1250,600
1250,650
1250,700
1250,750
1250,800
1250,850
3200,450
3200,500
3200,550
3200,600
3200,650
3200,700
3200,750
3200,800
3200,850
3250,450
3250,500
3250,550
3250,600
3250,650
3250,700
3250,750
3250,800
3250,850
3300,450
3300,500
3300,550
3300,600
3300,650
3300,700
3300,750
3300,800
3300,850
3350,450
3350,500
3350,550
3350,600
3350,650
3350,700
3350,750
3350,800
3350,850
3400,450
3400,500
3400,550
3400,600
3400,650
3400,700
3400,750
3400,800
3400,850
3450,450
3450,500
3450,550
3450,600
3450,650
3450,700
3450,750
3450,800
3450,850
3500,450
3500,500
3500,550
3500,600
